Candidate Age,Candidate Gender,Highest Qualification,Job Title,CTC (Yearly),Employment Type,Marriage Status,Disability Status,Course Name,Course Sector,Candidate City,Present Village,Present District,Present State,Present Country,Job Designation,Job Location
20,Male,ITI pass,Trainee Associate,11888,Salaried,Unmarried,No, Certificate Course for Assistant Construction Painter & Decorator,Construction,Gautam Buddha Nagar,Daksarira Kumbhiyanwa ,Kaushambi,UTTAR PRADESH,India,Trainee Associate,Noida
22,Female,Higher Secondary Pass,Data Entry Operator,38322,Salaried,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,North East Delhi,Teela,Ghaziabad,UTTAR PRADESH,India,Data Entry Operator,Noida
24,Female,Higher Secondary Pass,Hair Dresser,10000,Wage Employment- Full Time,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Mumbai,Ghatkopar ,Mumbai,MAHARASHTRA,India,Hair Dresser,Mulund
23,Female,Higher Secondary Pass,beauty and wellness ,4000,Part Time,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,South Delhi,dakshinpuri,South Delhi,DELHI,India,sales executive ,Chandni chowk 
26,Male,Higher Secondary Pass,Back Office executive ,11000,Salaried,Married,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Buldhana,Khamgaon ,Buldhana,MAHARASHTRA,India,Back Office executive ,Pune
26,Male,Higher Secondary Pass,Loader,17305,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Pune,Kothrud,Pune,MAHARASHTRA,India,Loader,Pune
27,Male,Higher Secondary Pass,Tele executive ,13810,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Pimpri,Pune,MAHARASHTRA,India,Tele executive ,Pune
27,Female,ITI pass,Assistant Beauty Therapist ,8000,Salaried,Married,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Bangalore,Girinagar,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
22,Female,Higher Secondary Pass,Assistant Beauty Therapist ,8000,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Bangalore,Peenya,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
22,Female,Higher Secondary Pass,Assistant Beauty Therapist ,6000,Salaried,Unmarried,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Bangalore,Chandra Layout,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
36,Female,10th Pass,Assistant Beauty Therapist ,9000,Salaried,Married,No,Certificate Course for Fitter Electrical and Electronic Assembly,Capital Goods,Bangalore,nagarabhavi,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
39,Female,Higher Secondary Pass,Assistant Beauty Therapist ,6000,Salaried,Married,No,Certificate Course on Associate Desktop Publishing,IT-ITeS,Bangalore,kamakshipalya,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
31,Female,6 to 9,Assistant Beauty Therapist ,9000,Salaried,Married,No,Work Place Skills,Others,Bangalore Rural,maruthinagar,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
37,Female,10th Pass,Assistant Beauty Therapist ,8000,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Anugondahalli ,Bangalore,KARNATAKA,India,Assistant Beautician ,Bangalore 
29,Female,Graduation,Assistant Beauty Therapist,6000,Salaried,Married,No,Certificate Course For Retail Sales Associate 1,Retail,Bangalore,Nagasandra,Bangalore,KARNATAKA,India,Assistant Beautician,Bangalore
24,Female,Graduation,Assistant Beauty Therapist,8000,Salaried,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Bangalore Rural,Shanubhoganahalli ,Ramanagar,KARNATAKA,India,Assistant Beautician,Bangalore
35,Female,6 to 9,Self Employed,2500,Self Employed,Married,No,Certification Course on CRM Domestic Non Voice ,IT-ITeS,Jamnagar,Sadodar,Jamnagar,GUJARAT,India,Self Employed,Sadodar Village
20,Male,ITI pass,Trainee Associate,32800,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,North West Delhi,New Delhi ,South West Delhi,DELHI,India,Trainee Associate,Gurugram
28,Female,Higher Secondary Pass,Tete Caller,13000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Pune,Jalgaon,Jalgaon,MAHARASHTRA,India,Tete Caller,Pune
21,Male,ITI pass,Trainee Associate,22986,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Moradabad,Ratanpur Kalan,Moradabad,UTTAR PRADESH,India,Trainee Associate,Noida
24,Male,Graduation,Packer,13941,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chennai,VELACHERY ,Chennai,TAMIL NADU,India,Exicutive Packer,Chennai Velachery
22,Female,Graduation,Customer Service Executive ,11068,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chennai, velacherry,Chennai,TAMIL NADU,India,Customer Service Executive ,Velachery
29,Male,Diploma Pass,Trainee Associate,12800,Salaried,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bijnor,Abul FazalPur Bani,Bijnor,UTTAR PRADESH,India,Trainee Associate,Noida
26,Female,6 to 9,Self Employed,2000,Self Employed,Married,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Jamnagar,Sadodar,Jamnagar,GUJARAT,India,Self Employed,Sadoar Village
24,Female,Higher Secondary Pass,BEAUTY AND WELLNESS,5000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,South West Delhi,Sagarpur,South West Delhi,DELHI,India,HELPER,C-96 GR FLOOR POCKET 2 SECTOR 7 DWARKA SOUTH DELHI 110075
26,Male,Higher Secondary Pass,sales Associate ,10000,Self Employed,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Tumkur,Thirumani ,Tumkur,KARNATAKA,India,sales Associate ,Thirumani 
22,Male,Diploma Pass,Fitter – Electrical and Electronic Assembly,17500,Salaried,Unmarried,No,Certificate Course for Data Entry Operator - 2- 1,IT-ITeS,Bangalore,Kothagondapalli,Krishnagiri,TAMIL NADU,India,Fitter – Electrical and Electronic Assembly,Hosur
27,Female,Higher Secondary Pass,BEAUTICIAN,7000,Self Employed,Married,No, Certificate Course for CNC Operator,Automotive,Kolkata,Kolkata,Kolkata,WEST BENGAL,India,BEAUTICIAN,KOLKATA
25,Female,10th Pass,Trainee Lab,11000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Data Entry Operator - 2,Others,Pondicherry,Villianur,Pondicherry,PONDICHERRY,India,Trainee Lab,Pondicherry
22,Female,Higher Secondary Pass,Associate,13646,Salaried,Unmarried,No,"SLMT - Automotive Service Technician (Upskilling)- 2, 3 and 4 wheeler",Automotive,Jhajjar,Farukh Nagar,Gurgaon,HARYANA,India,Associate,Jhajjar
20,Male,Higher Secondary Pass,Associate,13646,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Jhajjar,Lokra,Gurgaon,HARYANA,India,Associate,Jhajjar
36,Male,10th Pass,Associate,13646,Salaried,Married,No,Certificate Course for Front Office Associate - 2,Tourism & Hospitality,Jhajjar,Ismailpur,Jhajjar,HARYANA,India,Associate,Jhajjar 
31,Female,Higher Secondary Pass,Tailor,6500,Self Employed,Married,No,Certificate Course for Front Office Associate - 2,Tourism & Hospitality,Villupuram,Villupuram ,Villupuram,TAMIL NADU,India,Tailor,Anniyur
23,Female,Higher Secondary Pass,Sewing Machine Operator,200,Self Employed,Unmarried,No,Certificate Course for Front Office Associate - 2,Tourism & Hospitality,Pratapgarh,Dhawadi Fala ,Chittorgarh,RAJASTHAN,India,Tailor,Dhamotar
21,Female,Higher Secondary Pass,Sewing Machine Operator,300,Self Employed,Unmarried,No,"SLMT - Automotive Service Technician (Upskilling)- 2, 3 and 4 wheeler",Automotive,Pratapgarh,Umrada,Chittorgarh,RAJASTHAN,India,Tailor,Dhamotar
21,Female,Higher Secondary Pass,Sewing Machine Operator,5000,Self Employed,Married,No,Self Employed Tailor,Apparel,Pratapgarh,Chenpura ,Chittorgarh,RAJASTHAN,India,Tailor,Baravardha
22,Female,Higher Secondary Pass,Sewing Machine Operator,2500,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Pratapgarh,Choti Dori ,Chittorgarh,RAJASTHAN,India,Tailor,Baravardha
21,Male,ITI pass,Associate,39000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,East Delhi,Khichripur,North West Delhi,DELHI,India,Associate,Ghaziabad
21,Female,10th Pass,Tailor,1000,Self Employed,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,Tailor,Bangalore andapuram
24,Female,Higher Secondary Pass,Beauty Therapist,6000,Salaried,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Kolkata,amerigog ,Kamrup,ASSAM,India,Beauty Therapist,"Ganeshguri, Guwahati"
25,Female,Graduation,Transaction Executive,15500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chennai,Adambakkam,Kanchipuram,TAMIL NADU,India,Transaction Executive,Chennai
24,Female,Graduation,automatic accessory fitter ,14000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Vellore,gudiyatham,Vellore,TAMIL NADU,India,automatic accessory fitter ,Hosur 
21,Female,ITI pass,automatic accessory fitter ,14000,Wage Employment- Full Time,Unmarried,No,Data Entry Operator,IT-ITeS,Bangalore Rural,Thukkiyampalayam,Salem,TAMIL NADU,India,automatic accessory fitter ,Hosur 
30,Female,Graduation,automotive accessory fitter ,14000,Wage Employment- Full Time,Married,No,Data Entry Operator,IT-ITeS,Krishnagiri,Alasanatham,Krishnagiri,TAMIL NADU,India,automotive accessory fitter ,hosur 
27,Female,Graduation,automotive accessory fitter ,14000,Wage Employment- Full Time,Unmarried,No,Data Entry Operator,IT-ITeS,Bangalore Rural,Bangalore north,Bangalore,KARNATAKA,India,automotive accessory fitter ,Hosur 
22,Female,Graduation,automotive accessory fitter ,14000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Dharmapuri,mampatty,Dharmapuri,TAMIL NADU,India,automotive accessory fitter ,Hosur 
22,Female,10th Pass,automotive accessory fitter ,13500,Wage Employment- Full Time,Married,No,Certification Course for Self Employed Tailor -1- I,Apparel,Krishnagiri,Hosur,Krishnagiri,TAMIL NADU,India,automotive accessory fitter ,Hosur 
20,Female,Diploma Pass,automotive accessory fitter ,14000,Wage Employment- Full Time,Unmarried,No,Certificate Course for Sewing Machine Operator - 2,Apparel,Krishnagiri,Dinnur,Krishnagiri,TAMIL NADU,India,automotive accessory fitter ,Hosur 
23,Female,Graduation,automotive accessory fitter ,13500,Wage Employment- Full Time,Unmarried,No, Certificate Course for CNC Operator,Automotive,Bangalore,SanachandramHosur 635109,Krishnagiri,TAMIL NADU,India,automotive accessory fitter ,Hosur 
24,Male,10th Pass,CCA,34620,Salaried,Unmarried,Yes,Certificate Course for Assistant Beauty Therapist - Alankrit- I,Beauty & Wellness,South Delhi,Jamia Nagar ,Gautam Buddha Nagar,UTTAR PRADESH,India,CCA,Noida
20,Male,Higher Secondary Pass,CCA,36870,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist - Alankrit- I,Beauty & Wellness,Gautam Buddha Nagar,Bangalore ,Gautam Buddha Nagar,UTTAR PRADESH,India,CCAV,Noida 
23,Female,Higher Secondary Pass,Self Employed,4600,Self Employed,Married,No,Certificate Course for Front Office Associate - 2,Tourism & Hospitality,East Midnapore,Jamberia,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
27,Female,10th Pass,Self Employed,5000,Self Employed,Married,No,Fitter Fabrication ,Capital Goods,East Midnapore,Sijberia,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
31,Female,6 to 9,Self Employed,5300,Self Employed,Married,No,Fitter Fabrication ,Capital Goods,East Midnapore,Jamberia,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
29,Female,Higher Secondary Pass,Self Employed,5200,Self Employed,Unmarried,No,Fitter Fabrication ,Capital Goods,East Midnapore,ICHAPUR,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
33,Female,6 to 9,Self Employed,4800,Self Employed,Married,No,Fitter Fabrication ,Capital Goods,East Midnapore,Jamberia,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
22,Female,Higher Secondary Pass,Self Employed,5300,Self Employed,Married,No,Fitter Fabrication ,Capital Goods,East Midnapore,Jamberia,East Midnapore,WEST BENGAL,India,Self Employed,Haldia
21,Male,Higher Secondary Pass,Sales Associate,10000,Wage Employment- Full Time,Unmarried,No,Fitter Fabrication ,Capital Goods,Pune,Paud,Pune,MAHARASHTRA,India,Sales Associate,Pune
24,Female,Higher Secondary Pass,Sewing Machine Operator,5000,Self Employed,Married,No,Fitter Fabrication ,Capital Goods,Pratapgarh,Bori ,Chittorgarh,RAJASTHAN,India,Tailor,Bori
22,Female,10th Pass,Assistant beautician ,5000,Self Employed,Unmarried,No,Fitter Fabrication ,Capital Goods,Pondicherry,Kurumampet,Pondicherry,PONDICHERRY,India,Assistant beautician ,Kanuvapet 
28,Female,Higher Secondary Pass,Tailor,8000,Wage Employment- Full Time,Unmarried,No,Fitter Fabrication ,Capital Goods,Bangalore,Belakondapalli,Krishnagiri,TAMIL NADU,India,Tailor,Hosur
26,Male,Graduation,Tailor,7500,Wage Employment- Full Time,Married,No,Certificate Course on Associate Desktop Publishing,IT-ITeS,Bangalore,Meenkshi nagar ,Krishnagiri,TAMIL NADU,India,Tailor,Hosur
18,Female,Higher Secondary Pass,Baddi,4350,Self Employed,Unmarried,No,Certificate Course on Associate Desktop Publishing,IT-ITeS,Chandigarh,bhurawala,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
18,Female,10th Pass,Self Employed,4000,Self Employed,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Chandigarh,haripur sandoli,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
21,Female,10th Pass,Beautician,4000,Salaried,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Mumbai,Jarimari,Mumbai,MAHARASHTRA,India,Assisatant Beauty Therpist,Ghatkopar
22,Female,Graduation,Beauty,6000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,North West Delhi,Begumpur,North West Delhi,DELHI,India,Beautician,Delhi
20,Female,Higher Secondary Pass,Beauty,7000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,North West Delhi,Pratapgarh,Pratapgarh,UTTAR PRADESH,India,Beautician,Delhi
21,Female,Higher Secondary Pass,Beauty,6000,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,North West Delhi,Nithari,North West Delhi,DELHI,India,Beautician,Delhi
21,Female,Higher Secondary Pass,ASSISTANT BEAUTICIAN,5500,Wage Employment- Full Time,Unmarried,No,Certification Course for Self Employed Tailor -1- I,Apparel,Patna,Danapur,Patna,BIHAR,India,ASSISTANT BEAUTICIAN,PATNA
22,Female,Higher Secondary Pass,ASSISTANT BEAUTICIAN,5500,Wage Employment- Full Time,Unmarried,No,Certificate Course For Retail Sales Associate 1,Retail,Patna,Danapur,Patna,BIHAR,India,ASSISTANT BEAUTICIAN,PATNA
20,Female,10th Pass,general duty assistant,5000,Salaried,Married,No,Certificate Course for Sewing Machine Operator - 2,Apparel,Neemuch,Diken ,Neemuch,MADHYA PRADESH,India,Nurse,Sarvaniya maharaj
19,Female,10th Pass,general duty assistant,5000,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Neemuch,Diken ,Neemuch,MADHYA PRADESH,India,Nurse,sarvaniya maharaj
31,Female,Higher Secondary Pass,general duty assistant,5000,Salaried,Married,No,Certification Course for Self Employed Tailor -1- I,Apparel,Neemuch,Deeken ,Neemuch,MADHYA PRADESH,India,nurse,Morwan
34,Female,6 to 9,self employed ,3000,Self Employed,Married,No,Certification Course for Self Employed Tailor -1- I,Apparel,Amreli,Gariyadhar,Bhavnagar,GUJARAT,India,self employed ,gariyadhar
22,Male,10th Pass,Associate,13646,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Jhajjar,Jhangirpur,Jhajjar,HARYANA,India,Associate,Jhajjar
22,Female,Higher Secondary Pass,Tailor ,10000,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Tumkur,Thimmammanahalli ,Tumkur,KARNATAKA,India,Tailor ,Thimmammanahalli 
20,Female,Higher Secondary Pass,general duty assistant,4800,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Ujjain,Diken ,Neemuch,MADHYA PRADESH,India,nurse,Diken
24,Female,Higher Secondary Pass,Self Employed,2600,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chandigarh,"vill billawali gujjra, hp baddi,",Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
25,Female,Higher Secondary Pass,Self Employed,2600,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chandigarh,billawali,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
18,Female,Higher Secondary Pass,Self Employed,2400,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Chandigarh,HARIPUR SANDHOLI,Solan,HIMACHAL PRADESH,India,Self Employed,Baddi
19,Female,10th Pass,Assistant Beauty Therapy ,3500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Bangalore,Bangalore,KARNATAKA,India,Assistant Beauty Therapy ,Bangalore 
19,Female,Higher Secondary Pass,Assistant Beauty Therapy ,3500,Salaried,Unmarried,No,Certificate Course for Assistant Beauty Therapist (Alankrit),Beauty & Wellness,Bangalore,Bangalore,Bangalore,KARNATAKA,India,Assistant Beauty Therapy ,Bangalore
24,Male,10th Pass,Associate,14694,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Jhajjar,Sondhi,Jhajjar,HARYANA,India,Associate,Jhajjar
37,Female,1 to 5,self Employed ,500,Self Employed,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Bangalore,Bangalore ,Bangalore,KARNATAKA,India,Tailor ,Bangalore 
22,Male,Graduation,Assistent,13100,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,Cuddapah,Balapanur ,Cuddapah,ANDHRA PRADESH,India,Helper,Bangalore
20,Female,10th Pass,Beautician,3200,Salaried,Unmarried,No,Data Entry Operator,IT-ITeS,West Delhi,Mulla Colony,North West Delhi,DELHI,India,Beautician,Rajveer Colony
23,Female,10th Pass,Beautician,4000,Salaried,Unmarried,No,Certification Course for Retail Sales Associate-1_RSA-1,Retail,West Delhi,Mulla Colony,North West Delhi,DELHI,India,Beautician,Mulla Colony
20,Female,10th Pass, Beautician,3500,Salaried,Unmarried,No,Certification Course for General Duty Assistant -1,Healthcare,West Delhi,Gharoli,East Delhi,DELHI,India, Beautician,Mulla Colony Delhi 
21,Male,Higher Secondary Pass,Technician,16200,Wage Employment- Full Time,Unmarried,No,Data Entry Operator,IT-ITeS,Baleswar,Bishnupur ,Baleswar,ODISHA,India,Technician,Goa
23,Male,10th Pass,Apprentice Trainee,14200,Wage Employment- Full Time,Unmarried,No,Data Entry Operator,IT-ITeS,Bangalore,Bhaktipura ,Bangalore,KARNATAKA,India,Apprentice Trainee,Mayasandra
25,Female,Graduation,self employed ,2500,Self Employed,Unmarried,No,Certificate Course for Assistant Beauty Therapist,Beauty & Wellness,Jamnagar,Sadodar,Jamnagar,GUJARAT,India,self employed ,Sadodar village 
